,Index,ProductName,ScrapeDate,ScrapedIndex,ScrapedIndexTrueRank,CorrectedIndexTrueRank,ScrapedIndexPrice,CorrectedPrice,ScrapedIndexVendor,ScrapedIndexVendorType
714,2265,Fiskars 45mm Contour Rotary Cutter (195210-1001),6/14/16,34,32,31,21.39,21.39,"UnbeatableSale, Inc",Other
715,2266,Fiskars 45mm Contour Rotary Cutter (195210-1001),6/14/16,35,33,32,21.48,21.48,CreateForLess,Other
716,2267,Fiskars 45mm Contour Rotary Cutter (195210-1001),6/14/16,36,34,33,21.51,21.51,Sivart Vault,Other
717,2268,Fiskars 45mm Contour Rotary Cutter (195210-1001),6/14/16,37,35,34,21.55,21.55,Crafterstoybox,Other
718,2269,Fiskars 45mm Contour Rotary Cutter (195210-1001),6/14/16,38,36,35,21.56,21.56,BIC Warehouse,Other
719,2270,Fiskars 45mm Contour Rotary Cutter (195210-1001),6/14/16,39,37,36,21.88,21.88,Fusion Imports,Other
720,2271,Fiskars 45mm Contour Rotary Cutter (195210-1001),6/14/16,40,38,37,22.02,22.02,oceanclublights,Other
721,2272,Fiskars 45mm Contour Rotary Cutter (195210-1001),6/14/16,41,39,38,22.32,22.32,Comoze Store,Other
722,2273,Fiskars 45mm Contour Rotary Cutter (195210-1001),6/14/16,42,40,39,22.39,22.39,CX Outlet,Other
723,2274,Fiskars 45mm Contour Rotary Cutter (195210-1001),6/14/16,43,41,40,22.83,22.83,DropAir,Other
724,2275,Fiskars 45mm Contour Rotary Cutter (195210-1001),6/14/16,44,42,41,23.08,23.08,inandout_distribution,Other
725,2276,Fiskars 45mm Contour Rotary Cutter (195210-1001),6/14/16,45,43,42,23.22,23.22,GizmosForLife,Other
726,2277,Fiskars 45mm Contour Rotary Cutter (195210-1001),6/14/16,16,16,43,16.99,23.63,First Class Dealz,FBA
727,2278,Fiskars 45mm Contour Rotary Cutter (195210-1001),6/14/16,46,44,44,23.98,23.98,Anabolic Cable,Other
728,2279,Fiskars 45mm Contour Rotary Cutter (195210-1001),6/14/16,47,45,45,24.51,24.51,Marketplaceace,Other
729,2280,Fiskars 45mm Contour Rotary Cutter (195210-1001),6/14/16,48,46,46,24.91,24.91,Toys US,Other
730,2281,Fiskars 45mm Contour Rotary Cutter (195210-1001),6/14/16,49,47,47,25.58,25.58,Mild Shop,Other
731,2282,Fiskars 45mm Contour Rotary Cutter (195210-1001),6/14/16,50,48,48,26.61,26.61,Good Luck Bargains,Other
732,2283,Fiskars 45mm Contour Rotary Cutter (195210-1001),6/14/16,51,49,49,27.2,27.2,BIGe,Other
733,2284,Fiskars 45mm Contour Rotary Cutter (195210-1001),6/14/16,111,88,49,27.2,27.2,BIGe,Other
734,2285,Fiskars 45mm Contour Rotary Cutter (195210-1001),6/14/16,52,50,50,27.47,27.47,pcrush-outlet,Other
735,2286,Fiskars 45mm Contour Rotary Cutter (195210-1001),6/14/16,53,51,51,27.55,27.55,JNG2,Other
736,2287,Fiskars 45mm Contour Rotary Cutter (195210-1001),6/14/16,54,52,52,28.43,28.43,Nancy Pants Books,Other
737,2288,Fiskars 45mm Contour Rotary Cutter (195210-1001),6/14/16,55,53,53,29.05,29.05,PERFECT GREAT PRODUCTS,Other
738,2289,Fiskars 45mm Contour Rotary Cutter (195210-1001),6/14/16,56,54,54,29.31,29.31,C & M Trade,Other
739,2290,Fiskars 45mm Contour Rotary Cutter (195210-1001),6/14/16,57,55,55,29.99,29.99,Quilted Bear Ltd,Other
740,2291,Fiskars 45mm Contour Rotary Cutter (195210-1001),6/14/16,58,56,56,31.27,31.27,the only product,Other
741,2292,Fiskars 45mm Contour Rotary Cutter (195210-1001),6/14/16,59,57,57,31.3,31.3,MAX GATE,Other
742,2293,Fiskars 45mm Contour Rotary Cutter (195210-1001),6/14/16,60,58,58,31.43,31.43,EVANS21,Other
743,2296,Fiskars 45mm Contour Rotary Cutter (195210-1001),6/14/16,63,59,59,31.44,31.44,COLORFUL-EN GADGET,Other
744,2294,Fiskars 45mm Contour Rotary Cutter (195210-1001),6/14/16,61,59,59,31.44,31.44,Hirakihimi,Other
745,2295,Fiskars 45mm Contour Rotary Cutter (195210-1001),6/14/16,62,59,59,31.44,31.44,KYE Pro Shop,Other
746,2298,Fiskars 45mm Contour Rotary Cutter (195210-1001),6/14/16,65,59,59,31.44,31.44,Rumy&Sons,Other
747,2297,Fiskars 45mm Contour Rotary Cutter (195210-1001),6/14/16,64,59,59,31.44,31.44,UNIVERSE01,Other
748,2299,Fiskars 45mm Contour Rotary Cutter (195210-1001),6/14/16,66,60,60,31.45,31.45,2Rabbits,Other
749,2302,Fiskars 45mm Contour Rotary Cutter (195210-1001),6/14/16,112,89,60,31.45,31.45,2Rabbits,Other
750,2301,Fiskars 45mm Contour Rotary Cutter (195210-1001),6/14/16,68,60,60,31.45,31.45,Hedgehog JP,Other
751,2300,Fiskars 45mm Contour Rotary Cutter (195210-1001),6/14/16,67,60,60,31.45,31.45,Relation,Other
752,2303,Fiskars 45mm Contour Rotary Cutter (195210-1001),6/14/16,69,61,61,31.67,31.67,Wing of the promise,Other
753,2304,Fiskars 45mm Contour Rotary Cutter (195210-1001),6/14/16,70,62,62,31.78,31.78,SS_SHOP (Thank you for visiting us. We will send you popular item with care from japan.),Other
754,2305,Fiskars 45mm Contour Rotary Cutter (195210-1001),6/14/16,71,62,62,31.78,31.78,SS_SHOP (Thank you for visiting us. We will send you popular item with care from japan.),Other
755,2308,Fiskars 45mm Contour Rotary Cutter (195210-1001),6/14/16,74,63,63,32.01,32.01,Dream Shops,Other
756,2307,Fiskars 45mm Contour Rotary Cutter (195210-1001),6/14/16,73,63,63,32.01,32.01,Golden glory,Other
757,2306,Fiskars 45mm Contour Rotary Cutter (195210-1001),6/14/16,72,63,63,32.01,32.01,TadaTrading,Other
758,2309,Fiskars 45mm Contour Rotary Cutter (195210-1001),6/14/16,75,64,64,32.35,32.35,NARUKI,Other
759,2310,Fiskars 45mm Contour Rotary Cutter (195210-1001),6/14/16,76,65,65,33.15,33.15,MEGA Select Shop,Other
760,2311,Fiskars 45mm Contour Rotary Cutter (195210-1001),6/14/16,77,66,66,33.19,33.19,chizuhira,Other
761,2312,Fiskars 45mm Contour Rotary Cutter (195210-1001),6/14/16,78,67,67,33.33,33.33,IPC-Store,Other
762,2313,Fiskars 45mm Contour Rotary Cutter (195210-1001),6/14/16,79,68,68,33.37,33.37,Shinko retailing JP,Other
763,2314,Fiskars 45mm Contour Rotary Cutter (195210-1001),6/14/16,80,69,69,33.49,33.49,Shop AG,Other
764,2315,Fiskars 45mm Contour Rotary Cutter (195210-1001),6/14/16,81,70,70,33.59,33.59,SK Street,Other
765,2316,Fiskars 45mm Contour Rotary Cutter (195210-1001),6/14/16,82,71,71,33.91,33.91,Favori Fleur　SHOP in KYOTO☆☆☆We send our goods with cordial packaging☆☆☆Early delivery!,Other
766,2317,Fiskars 45mm Contour Rotary Cutter (195210-1001),6/14/16,83,71,71,33.91,33.91,Nobuko Akiyama,Other
767,2318,Fiskars 45mm Contour Rotary Cutter (195210-1001),6/14/16,84,72,72,33.95,33.95,JOY-ONLINE,Other
768,2319,Fiskars 45mm Contour Rotary Cutter (195210-1001),6/14/16,85,73,73,34.07,34.07,FIT Life,Other
769,2320,Fiskars 45mm Contour Rotary Cutter (195210-1001),6/14/16,86,74,74,34.12,34.12,FindStar Trading,Other
770,2321,Fiskars 45mm Contour Rotary Cutter (195210-1001),6/14/16,87,75,75,34.21,34.21,Dreamer's World,Other
771,2324,Fiskars 45mm Contour Rotary Cutter (195210-1001),6/14/16,90,76,76,34.3,34.3,.comJapan,Other
772,2322,Fiskars 45mm Contour Rotary Cutter (195210-1001),6/14/16,88,76,76,34.3,34.3,Best.Product,Other
773,2323,Fiskars 45mm Contour Rotary Cutter (195210-1001),6/14/16,89,76,76,34.3,34.3,FleX.,Other
774,2325,Fiskars 45mm Contour Rotary Cutter (195210-1001),6/14/16,91,77,77,34.84,34.84,Athena Express,Other
775,2326,Fiskars 45mm Contour Rotary Cutter (195210-1001),6/14/16,92,78,78,34.87,34.87,Happy Premium,Other
776,2327,Fiskars 45mm Contour Rotary Cutter (195210-1001),6/14/16,113,90,78,34.87,34.87,Happy Premium,Other
777,2328,Fiskars 45mm Contour Rotary Cutter (195210-1001),6/14/16,114,90,78,34.87,34.87,Happy Premium,Other
778,2329,Fiskars 45mm Contour Rotary Cutter (195210-1001),6/14/16,115,90,78,34.87,34.87,Happy Premium,Other
779,2330,Fiskars 45mm Contour Rotary Cutter (195210-1001),6/14/16,93,79,79,35.2,35.2,Japan Quality Store,Other
780,2331,Fiskars 45mm Contour Rotary Cutter (195210-1001),6/14/16,94,80,80,35.76,35.76,YOTIAN JAPAN,Other
781,2332,Fiskars 45mm Contour Rotary Cutter (195210-1001),6/14/16,95,81,81,36.31,36.31,T2 MART,Other
782,2333,Fiskars 45mm Contour Rotary Cutter (195210-1001),6/14/16,96,82,82,36.38,36.38,Well Products Mart,Other
783,2334,Fiskars 45mm Contour Rotary Cutter (195210-1001),6/14/16,97,83,83,36.55,36.55,FIVE-STAR-JP,Other
784,2335,Fiskars 45mm Contour Rotary Cutter (195210-1001),6/14/16,98,84,84,37.44,37.44,Asami Nakao,Other
785,2336,Fiskars 45mm Contour Rotary Cutter (195210-1001),6/14/16,99,85,85,38.13,38.13,SHIBAINU JP,Other
786,2337,Fiskars 45mm Contour Rotary Cutter (195210-1001),6/14/16,100,86,86,38.35,38.35,salefolks,Other
787,2338,Fiskars 45mm Contour Rotary Cutter (195210-1001),6/14/16,101,87,87,39.99,39.99,Nico nico,Other
788,2339,Fiskars Traditional Bypass Pruning Shears,8/30/16,2,2,1,11.99,11.99,A plus Parts House,Other
789,2340,Fiskars Traditional Bypass Pruning Shears,8/30/16,3,3,2,13.06,13.06,Totally-Crafty,Other
790,2342,Fiskars Traditional Bypass Pruning Shears,8/30/16,5,4,3,13.62,13.62,Grady's Online,Other
791,2341,Fiskars Traditional Bypass Pruning Shears,8/30/16,4,4,3,13.62,13.62,Supreme Hardware,Other
792,2343,Fiskars Traditional Bypass Pruning Shears,8/30/16,6,5,4,13.87,13.87,BIC Warehouse,Other
793,2344,Fiskars Traditional Bypass Pruning Shears,8/30/16,7,6,5,14.3,14.3,SJS Commercial,Other
794,2345,Fiskars Traditional Bypass Pruning Shears,8/30/16,8,7,6,14.7,14.7,Gatzies,Other
795,2346,Fiskars Traditional Bypass Pruning Shears,8/30/16,9,8,7,14.92,14.92,antonline,Other
796,2347,Fiskars Traditional Bypass Pruning Shears,8/30/16,10,9,8,15.98,15.98,Hardware Center,Other
797,2348,Fiskars Traditional Bypass Pruning Shears,8/30/16,11,10,9,16.08,16.08,MidAtlantic Merchant,Other
798,2349,Fiskars Traditional Bypass Pruning Shears,8/30/16,12,11,10,16.33,16.33,Buy DMi Inc,Other
799,2350,Fiskars Traditional Bypass Pruning Shears,8/30/16,81,75,10,16.33,16.33,Buy DMi Inc,Other
800,2351,Fiskars Traditional Bypass Pruning Shears,8/30/16,13,12,11,16.36,16.36,Esbenshades Garden Center,Other
801,2352,Fiskars Traditional Bypass Pruning Shears,8/30/16,14,13,12,16.44,16.44,PERFECT GREAT PRODUCTS,Other
802,2353,Fiskars Traditional Bypass Pruning Shears,8/30/16,15,14,13,16.45,16.45,Geroy's,Other
803,2354,Fiskars Traditional Bypass Pruning Shears,8/30/16,16,15,14,16.49,16.49,GATORSBK TOOLS,Other
804,2355,Fiskars Traditional Bypass Pruning Shears,8/30/16,17,16,15,16.69,16.69,Life and Home,Other
805,2356,Fiskars Traditional Bypass Pruning Shears,8/30/16,18,17,16,17.03,17.03,Home Plus Hardware,Other
806,2357,Fiskars Traditional Bypass Pruning Shears,8/30/16,19,18,17,17.88,17.88,HorseLoverZ / EasyPetStore,Other
807,2358,Fiskars Traditional Bypass Pruning Shears,8/30/16,20,19,18,17.96,17.96,Great Household,Other
808,2359,Fiskars Traditional Bypass Pruning Shears,8/30/16,21,20,19,18.3,18.3,TheFactoryDepot,Other
809,2360,Fiskars Traditional Bypass Pruning Shears,8/30/16,22,21,20,18.48,18.48,ProMax Commerce,Other
810,2361,Fiskars Traditional Bypass Pruning Shears,8/30/16,23,22,21,18.54,18.54,ShipIQ,Other
811,2362,Fiskars Traditional Bypass Pruning Shears,8/30/16,1,1,22,11.79,18.63,Amazon.com,Amazon
812,2363,Fiskars Traditional Bypass Pruning Shears,8/30/16,24,23,23,18.67,18.67,Hardware World,Other
813,2364,Fiskars Traditional Bypass Pruning Shears,8/30/16,25,24,24,18.69,18.69,Kanomnork,Other
814,2365,Fiskars Traditional Bypass Pruning Shears,8/30/16,26,25,25,19.45,19.45,V1-Store,Other
815,2366,Fiskars Traditional Bypass Pruning Shears,8/30/16,27,26,26,19.72,19.72,RobsHotDeals,Other
816,2367,Fiskars Traditional Bypass Pruning Shears,8/30/16,28,27,27,20.63,20.63,Happy Titan,Other
817,2368,Fiskars Traditional Bypass Pruning Shears,8/30/16,29,28,28,20.94,20.94,BigElephant,Other
818,2369,Fiskars Traditional Bypass Pruning Shears,8/30/16,82,76,29,21.52,21.52,Gatzies,Other
819,2370,Fiskars Traditional Bypass Pruning Shears,8/30/16,30,29,30,21.54,21.54,BestSource OfficeSupplies,Other
820,2371,Fiskars Traditional Bypass Pruning Shears,8/30/16,31,30,31,21.67,21.67,Marketplaceace,Other
821,2372,Fiskars Traditional Bypass Pruning Shears,8/30/16,32,30,31,21.67,21.67,sell4less85,Other
822,2373,Fiskars Traditional Bypass Pruning Shears,8/30/16,33,31,32,21.69,21.69,Shoplet,Other
823,2374,Fiskars Traditional Bypass Pruning Shears,8/30/16,34,32,33,21.81,21.81,Seasonal Deals,Other
824,2375,Fiskars Traditional Bypass Pruning Shears,8/30/16,35,33,34,22.8,22.8,VibrantLifestyle,Other
825,2376,Fiskars Traditional Bypass Pruning Shears,8/30/16,36,34,35,22.83,22.83,Kolumbo,Other
826,2377,Fiskars Traditional Bypass Pruning Shears,8/30/16,37,35,36,23.73,23.73,MidwestProductsDepot,Other
827,2378,Fiskars Traditional Bypass Pruning Shears,8/30/16,38,36,37,24.15,24.15,Ablackhorse,Other
828,2379,Fiskars Traditional Bypass Pruning Shears,8/30/16,39,37,38,24.68,24.68,MotivationUSA,Other
829,2380,Fiskars Traditional Bypass Pruning Shears,8/30/16,40,38,39,24.69,24.69,dealsonus1,Other
830,2381,Fiskars Traditional Bypass Pruning Shears,8/30/16,41,39,40,25.55,25.55,E&M INC,Other
831,2382,Fiskars Traditional Bypass Pruning Shears,8/30/16,42,40,41,25.57,25.57,Fusion Imports,Other
832,2383,Fiskars Traditional Bypass Pruning Shears,8/30/16,43,41,42,25.63,25.63,Toys US,Other
833,2384,Fiskars Traditional Bypass Pruning Shears,8/30/16,44,42,43,25.78,25.78,oceanclublights,Other
834,2385,Fiskars Traditional Bypass Pruning Shears,8/30/16,45,43,44,25.86,25.86,AZdeals,Other
835,2386,Fiskars Traditional Bypass Pruning Shears,8/30/16,46,44,45,25.93,25.93,K Hardware Stores,Other
836,2387,Fiskars Traditional Bypass Pruning Shears,8/30/16,47,45,46,25.97,25.97,Longbottom & Hardsaw Inc,Other
837,2388,Fiskars Traditional Bypass Pruning Shears,8/30/16,48,46,47,26.15,26.15,MocaBike,Other
838,2389,Fiskars Traditional Bypass Pruning Shears,8/30/16,49,47,48,26.35,26.35,M-wave,Other
839,2390,Fiskars Traditional Bypass Pruning Shears,8/30/16,50,48,49,28.68,28.68,Mild Shop,Other
840,2391,Fiskars Traditional Bypass Pruning Shears,8/30/16,51,49,50,28.94,28.94,Lybava,Other
841,2392,Fiskars Traditional Bypass Pruning Shears,8/30/16,52,50,51,29.24,29.24,7GIFTS,Other
842,2393,Fiskars Traditional Bypass Pruning Shears,8/30/16,53,51,52,29.73,29.73,VirVentures,Other
843,2394,Fiskars Traditional Bypass Pruning Shears,8/30/16,54,52,53,29.99,29.99,VladiPri,Other
844,2395,Fiskars Traditional Bypass Pruning Shears,8/30/16,55,53,54,30.67,30.67,Day To Day Essentials,Other
845,2396,Fiskars Traditional Bypass Pruning Shears,8/30/16,56,54,55,30.72,30.72,stores123,Other
846,2397,Fiskars Traditional Bypass Pruning Shears,8/30/16,57,55,56,31.23,31.23,ValoMarket,Other
847,2398,Fiskars Traditional Bypass Pruning Shears,8/30/16,58,56,57,31.97,31.97,Serving Your Success,Other
848,2399,Fiskars Traditional Bypass Pruning Shears,8/30/16,59,57,58,31.98,31.98,DDN INC,Other
849,2400,Fiskars Traditional Bypass Pruning Shears,8/30/16,60,58,59,31.99,31.99,Farm & City Supply,Other
850,2401,Fiskars Traditional Bypass Pruning Shears,8/30/16,61,59,60,32.63,32.63,DuMost LLC,Other
851,2402,Fiskars Traditional Bypass Pruning Shears,8/30/16,62,60,61,34.66,34.66,Namtip Store,Other
852,2403,Fiskars Traditional Bypass Pruning Shears,8/30/16,83,77,62,35.42,35.42,Serving Your Success,Other
853,2404,Fiskars Traditional Bypass Pruning Shears,8/30/16,63,61,63,35.98,35.98,TSURUYA,Other
854,2406,Fiskars Traditional Bypass Pruning Shears,8/30/16,65,62,64,36.09,36.09,BEST STOCK JAPAN,Other
855,2405,Fiskars Traditional Bypass Pruning Shears,8/30/16,64,62,64,36.09,36.09,"Kapio Marketing Co., Ltd.",Other
856,2408,Fiskars Traditional Bypass Pruning Shears,8/30/16,67,63,65,36.11,36.11,Hirakihimi,Other
857,2407,Fiskars Traditional Bypass Pruning Shears,8/30/16,66,63,65,36.11,36.11,Rumy&Sons,Other
858,2409,Fiskars Traditional Bypass Pruning Shears,8/30/16,68,64,66,36.12,36.12,Hedgehog JP,Other
859,2411,Fiskars Traditional Bypass Pruning Shears,8/30/16,70,65,67,36.27,36.27,KYE Pro Shop,Other
860,2410,Fiskars Traditional Bypass Pruning Shears,8/30/16,69,65,67,36.27,36.27,UT Mart,Other
861,2412,Fiskars Traditional Bypass Pruning Shears,8/30/16,71,66,68,36.32,36.32,COLORFUL-EN GADGET,Other
862,2413,Fiskars Traditional Bypass Pruning Shears,8/30/16,72,67,69,36.92,36.92,Golden glory,Other
863,2414,Fiskars Traditional Bypass Pruning Shears,8/30/16,73,68,70,38.24,38.24,MEGA Select Shop,Other
864,2415,Fiskars Traditional Bypass Pruning Shears,8/30/16,74,69,71,38.39,38.39,JAPANESE brands,Other
865,2416,Fiskars Traditional Bypass Pruning Shears,8/30/16,84,78,72,38.63,38.63,DDN INC,Other
866,2417,Fiskars Traditional Bypass Pruning Shears,8/30/16,75,70,73,38.88,38.88,Dream Shops,Other
867,2418,Fiskars Traditional Bypass Pruning Shears,8/30/16,76,71,74,39.09,39.09,Ghaziman,Other
868,2419,Fiskars Traditional Bypass Pruning Shears,8/30/16,77,72,75,39.23,39.23,FleX.,Other
869,2420,Fiskars Traditional Bypass Pruning Shears,8/30/16,78,72,75,39.23,39.23,SK Street,Other
870,2421,Fiskars Traditional Bypass Pruning Shears,8/30/16,79,73,76,39.64,39.64,TeaBoxes,Other
871,2422,Fiskars Traditional Bypass Pruning Shears,8/30/16,80,74,77,39.97,39.97,George Sports,Other
872,2445,Flowmaster 942443 40 Delta Flow Muffler - 2.25 Offset IN / 2.25 Offset OUT - Aggressive Sound,6/26/16,17,2,1,97.26,97.26,AutoAccessoriesGarage,Other
873,2446,Flowmaster 942443 40 Delta Flow Muffler - 2.25 Offset IN / 2.25 Offset OUT - Aggressive Sound,6/26/16,18,2,1,97.26,97.26,AutoPartsGiant,Other
874,2435,Flowmaster 942443 40 Delta Flow Muffler - 2.25 Offset IN / 2.25 Offset OUT - Aggressive Sound,6/26/16,7,2,1,97.26,97.26,Baxter Auto Parts,Other
875,2430,Flowmaster 942443 40 Delta Flow Muffler - 2.25 Offset IN / 2.25 Offset OUT - Aggressive Sound,6/26/16,2,2,1,97.26,97.26,Buy-Less,Other
876,2434,Flowmaster 942443 40 Delta Flow Muffler - 2.25 Offset IN / 2.25 Offset OUT - Aggressive Sound,6/26/16,6,2,1,97.26,97.26,Car + Audio,Other
877,2449,Flowmaster 942443 40 Delta Flow Muffler - 2.25 Offset IN / 2.25 Offset OUT - Aggressive Sound,6/26/16,21,2,1,97.26,97.26,e autoaccessories,Other
878,2436,Flowmaster 942443 40 Delta Flow Muffler - 2.25 Offset IN / 2.25 Offset OUT - Aggressive Sound,6/26/16,8,2,1,97.26,97.26,Everything-Aftermarket,Other
879,2442,Flowmaster 942443 40 Delta Flow Muffler - 2.25 Offset IN / 2.25 Offset OUT - Aggressive Sound,6/26/16,14,2,1,97.26,97.26,FORBIDDEN DIESEL PERFORMANCE,Other
880,2443,Flowmaster 942443 40 Delta Flow Muffler - 2.25 Offset IN / 2.25 Offset OUT - Aggressive Sound,6/26/16,15,2,1,97.26,97.26,gearhub,Other
881,2448,Flowmaster 942443 40 Delta Flow Muffler - 2.25 Offset IN / 2.25 Offset OUT - Aggressive Sound,6/26/16,20,2,1,97.26,97.26,JEGS,Other
882,2441,Flowmaster 942443 40 Delta Flow Muffler - 2.25 Offset IN / 2.25 Offset OUT - Aggressive Sound,6/26/16,13,2,1,97.26,97.26,KMJPerformance,Other
883,2432,Flowmaster 942443 40 Delta Flow Muffler - 2.25 Offset IN / 2.25 Offset OUT - Aggressive Sound,6/26/16,4,2,1,97.26,97.26,LSX PERFORMANCE,Other
884,2444,Flowmaster 942443 40 Delta Flow Muffler - 2.25 Offset IN / 2.25 Offset OUT - Aggressive Sound,6/26/16,16,2,1,97.26,97.26,Midwest Aftermarket,Other
885,2433,Flowmaster 942443 40 Delta Flow Muffler - 2.25 Offset IN / 2.25 Offset OUT - Aggressive Sound,6/26/16,5,2,1,97.26,97.26,Specialty Truck and Auto,Other
886,2440,Flowmaster 942443 40 Delta Flow Muffler - 2.25 Offset IN / 2.25 Offset OUT - Aggressive Sound,6/26/16,12,2,1,97.26,97.26,"The Pep Boys - Manny, Moe, & Jack",Other
887,2447,Flowmaster 942443 40 Delta Flow Muffler - 2.25 Offset IN / 2.25 Offset OUT - Aggressive Sound,6/26/16,19,2,1,97.26,97.26,Trends-Auto,Other
888,2437,Flowmaster 942443 40 Delta Flow Muffler - 2.25 Offset IN / 2.25 Offset OUT - Aggressive Sound,6/26/16,9,2,1,97.26,97.26,UNLIMITED MOTORSPORTS,Other
889,2439,Flowmaster 942443 40 Delta Flow Muffler - 2.25 Offset IN / 2.25 Offset OUT - Aggressive Sound,6/26/16,11,2,1,97.26,97.26,Wheel Counter,Other
890,2431,Flowmaster 942443 40 Delta Flow Muffler - 2.25 Offset IN / 2.25 Offset OUT - Aggressive Sound,6/26/16,3,2,1,97.26,97.26,WunderCarParts,Other
891,2438,Flowmaster 942443 40 Delta Flow Muffler - 2.25 Offset IN / 2.25 Offset OUT - Aggressive Sound,6/26/16,10,2,1,97.26,97.26,Zig's Auto,Other
892,2450,Flowmaster 942443 40 Delta Flow Muffler - 2.25 Offset IN / 2.25 Offset OUT - Aggressive Sound,6/26/16,22,3,2,98.48,98.48,ecustomhitch,Other
893,2451,Flowmaster 942443 40 Delta Flow Muffler - 2.25 Offset IN / 2.25 Offset OUT - Aggressive Sound,6/26/16,23,4,3,98.9,98.9,Internet-Sales,Other
894,2452,Flowmaster 942443 40 Delta Flow Muffler - 2.25 Offset IN / 2.25 Offset OUT - Aggressive Sound,6/26/16,24,5,4,99.27,99.27,BuyAutoTruckAccessories,Other
895,2453,Flowmaster 942443 40 Delta Flow Muffler - 2.25 Offset IN / 2.25 Offset OUT - Aggressive Sound,6/26/16,25,6,5,99.3,99.3,KT Performance,Other
896,2454,Flowmaster 942443 40 Delta Flow Muffler - 2.25 Offset IN / 2.25 Offset OUT - Aggressive Sound,6/26/16,26,7,6,99.99,99.99,RevPlanet,Other
897,2455,Flowmaster 942443 40 Delta Flow Muffler - 2.25 Offset IN / 2.25 Offset OUT - Aggressive Sound,6/26/16,27,7,6,99.99,99.99,Warehouse Reserve,Other
898,2456,Flowmaster 942443 40 Delta Flow Muffler - 2.25 Offset IN / 2.25 Offset OUT - Aggressive Sound,6/26/16,28,8,7,100.83,100.83,21 Motorsports,Other
899,2457,Flowmaster 942443 40 Delta Flow Muffler - 2.25 Offset IN / 2.25 Offset OUT - Aggressive Sound,6/26/16,29,9,8,101.81,101.81,GotPartsUSA,Other
900,2458,Flowmaster 942443 40 Delta Flow Muffler - 2.25 Offset IN / 2.25 Offset OUT - Aggressive Sound,6/26/16,30,10,9,102.09,102.09,Pit Stop USA,Other
901,2459,Flowmaster 942443 40 Delta Flow Muffler - 2.25 Offset IN / 2.25 Offset OUT - Aggressive Sound,6/26/16,31,11,10,102.26,102.26,Jarboys Outdoors & Marine Supplies,Other
902,2460,Flowmaster 942443 40 Delta Flow Muffler - 2.25 Offset IN / 2.25 Offset OUT - Aggressive Sound,6/26/16,32,12,11,102.49,102.49,ProValue Parts,Other
903,2461,Flowmaster 942443 40 Delta Flow Muffler - 2.25 Offset IN / 2.25 Offset OUT - Aggressive Sound,6/26/16,33,13,12,103,103,Got-Chrome,Other
904,2462,Flowmaster 942443 40 Delta Flow Muffler - 2.25 Offset IN / 2.25 Offset OUT - Aggressive Sound,6/26/16,34,14,13,103.01,103.01,MOORE PARTS SOURCE,Other
905,2463,Flowmaster 942443 40 Delta Flow Muffler - 2.25 Offset IN / 2.25 Offset OUT - Aggressive Sound,6/26/16,35,15,14,103.68,103.68,Lionparts_Powersports,Other
906,2464,Flowmaster 942443 40 Delta Flow Muffler - 2.25 Offset IN / 2.25 Offset OUT - Aggressive Sound,6/26/16,36,16,15,103.74,103.74,Shop Eddies,Other
907,2465,Flowmaster 942443 40 Delta Flow Muffler - 2.25 Offset IN / 2.25 Offset OUT - Aggressive Sound,6/26/16,37,17,16,104.57,104.57,My Deals Direct,Other
908,2466,Flowmaster 942443 40 Delta Flow Muffler - 2.25 Offset IN / 2.25 Offset OUT - Aggressive Sound,6/26/16,38,18,17,104.66,104.66,Thoroughbred Trucks,Other
909,2467,Flowmaster 942443 40 Delta Flow Muffler - 2.25 Offset IN / 2.25 Offset OUT - Aggressive Sound,6/26/16,39,19,18,105.76,105.76,Autoplicity,Other
910,2468,Flowmaster 942443 40 Delta Flow Muffler - 2.25 Offset IN / 2.25 Offset OUT - Aggressive Sound,6/26/16,40,20,19,105.77,105.77,Venom Motorsports,Other
911,2469,Flowmaster 942443 40 Delta Flow Muffler - 2.25 Offset IN / 2.25 Offset OUT - Aggressive Sound,6/26/16,41,21,20,106.75,106.75,S-K Speed,Other
912,2470,Flowmaster 942443 40 Delta Flow Muffler - 2.25 Offset IN / 2.25 Offset OUT - Aggressive Sound,6/26/16,1,1,21,97.26,107.02,Amazon.com,Amazon
913,2471,Flowmaster 942443 40 Delta Flow Muffler - 2.25 Offset IN / 2.25 Offset OUT - Aggressive Sound,6/26/16,42,22,22,107.2,107.2,IPC-Store,Other
914,2472,Flowmaster 942443 40 Delta Flow Muffler - 2.25 Offset IN / 2.25 Offset OUT - Aggressive Sound,6/26/16,43,23,23,107.94,107.94,Speed Unlimited Performance,Other
915,2473,Flowmaster 942443 40 Delta Flow Muffler - 2.25 Offset IN / 2.25 Offset OUT - Aggressive Sound,6/26/16,44,24,24,108.25,108.25,AutoPartsWAY,Other
916,2474,Flowmaster 942443 40 Delta Flow Muffler - 2.25 Offset IN / 2.25 Offset OUT - Aggressive Sound,6/26/16,45,25,25,110.18,110.18,ePapaShop,Other
917,2475,Flowmaster 942443 40 Delta Flow Muffler - 2.25 Offset IN / 2.25 Offset OUT - Aggressive Sound,6/26/16,46,26,26,110.71,110.71,SpeedShopUSA,Other
